gene_id	gene_name	seqname	start	end	strand	gene_type	gene_status	havana_gene	full_length	exon_length	exon_num
ENSG00000226410.1	AC104058.1	chr2	186162949	186163245	-	processed_pseudogene	KNOWN	OTTHUMG00000154253.1	297	297	1
ENSG00000232568.2	RPL23AP35	chr2	186261419	186261919	-	processed_pseudogene	KNOWN	OTTHUMG00000154255.2	501	501	1
ENSG00000259915.2	RP11-410E4.1	chr2	186354570	186356773	-	lincRNA	NOVEL	OTTHUMG00000176270.2	2204	2204	1
ENSG00000227692.1	MED28P3	chr2	186364598	186365128	+	processed_pseudogene	KNOWN	OTTHUMG00000154254.1	531	531	1
ENSG00000065548.16	ZC3H15	chr2	186486156	186509363	+	protein_coding	KNOWN	OTTHUMG00000154251.4	23208	3125	47
ENSG00000224323.2	DPRXP1	chr2	186488624	186489083	-	processed_pseudogene	KNOWN	OTTHUMG00000154252.2	460	460	1
ENSG00000281192.1	AC018867.1	chr2	186501707	186502265	-	protein_coding	NOVEL	NA	559	72	2
ENSG00000138448.10	ITGAV	chr2	186590065	186680901	+	protein_coding	KNOWN	OTTHUMG00000132635.5	90837	8211	104
ENSG00000227227.1	AC017101.10	chr2	186641339	186695287	-	antisense	NOVEL	OTTHUMG00000155451.1	53949	571	3
ENSG00000144369.11	FAM171B	chr2	186693971	186765965	+	protein_coding	KNOWN	OTTHUMG00000154278.3	71995	5826	14
ENSG00000169442.7	CD52	chr1	26317957	26320523	+	protein_coding	KNOWN	OTTHUMG00000003491.2	2567	935	7
ENSG00000163012.3	ZSWIM2	chr2	186827835	186849208	-	protein_coding	KNOWN	OTTHUMG00000154259.1	21374	2400	12
ENSG00000226553.1	AC018735.1	chr2	187001876	187003377	-	processed_pseudogene	KNOWN	OTTHUMG00000154260.1	1502	1502	1
ENSG00000224063.4	AC007319.1	chr2	187003220	187554663	+	antisense	NOVEL	OTTHUMG00000154263.2	551444	1472	14
ENSG00000222845.1	RN7SKP42	chr2	187122562	187122861	-	misc_RNA	KNOWN	NA	300	300	1
ENSG00000199626.1	RNU6-989P	chr2	187270698	187270804	-	snRNA	KNOWN	NA	107	107	1
ENSG00000064989.11	CALCRL	chr2	187343129	187448460	-	protein_coding	KNOWN	OTTHUMG00000132636.4	105332	6144	71
ENSG00000231739.2	GAPDHP59	chr2	187415552	187415818	+	processed_pseudogene	KNOWN	OTTHUMG00000154269.1	267	267	1
ENSG00000003436.13	TFPI	chr2	187464230	187565760	-	protein_coding	KNOWN	OTTHUMG00000132634.5	101531	11714	79
ENSG00000231689.1	LINC01090	chr2	187712816	188287691	-	lincRNA	NOVEL	OTTHUMG00000154285.1	574876	1273	6
ENSG00000252004.2	AC068718.1	chr2	187742587	187742674	-	miRNA	NOVEL	NA	88	88	1
ENSG00000176092.12	AIM1L	chr1	26321859	26354130	-	protein_coding	KNOWN	OTTHUMG00000003490.7	32272	5871	81
ENSG00000235616.1	ST13P2	chr2	187825341	187826449	+	processed_pseudogene	KNOWN	OTTHUMG00000154284.1	1109	1109	1
ENSG00000213115.2	AC104131.1	chr2	188227189	188228382	+	processed_pseudogene	KNOWN	OTTHUMG00000154283.1	1194	1194	1
ENSG00000200650.1	RNA5SP114	chr2	188276732	188276844	-	rRNA	KNOWN	NA	113	113	1
ENSG00000144366.14	GULP1	chr2	188291669	188595931	+	protein_coding	KNOWN	OTTHUMG00000132647.3	304263	11979	135
ENSG00000207951.1	MIR561	chr2	188297492	188297588	+	miRNA	KNOWN	NA	97	97	1
ENSG00000223523.1	AC079613.1	chr2	188598791	188839445	-	sense_overlapping	NOVEL	OTTHUMG00000154523.1	240655	797	8
ENSG00000174325.4	DIRC1	chr2	188734155	188790104	-	protein_coding	KNOWN	OTTHUMG00000132646.2	55950	1037	2
ENSG00000168542.11	COL3A1	chr2	188974320	189012746	+	protein_coding	KNOWN	OTTHUMG00000132648.5	38427	6811	104
ENSG00000281204.1	AC066694.1	chr2	188974419	188974555	+	miRNA	NOVEL	NA	137	137	1
ENSG00000221502.1	MIR1245A	chr2	188978092	188978161	+	miRNA	KNOWN	NA	70	70	1
ENSG00000225854.2	RP11-569G9.7	chr1	26326688	26327033	+	processed_pseudogene	KNOWN	OTTHUMG00000156993.2	346	346	1
ENSG00000204262.10	COL5A2	chr2	189031896	189179879	-	protein_coding	KNOWN	OTTHUMG00000149842.2	147984	7156	109
ENSG00000228073.1	AC133106.2	chr2	189095063	189096158	+	antisense	NOVEL	OTTHUMG00000154303.1	1096	397	2
ENSG00000264725.1	MIR3129	chr2	189133036	189133111	-	miRNA	KNOWN	NA	76	76	1
ENSG00000277207.1	AC118063.2	chr2	189280928	189281017	-	miRNA	NOVEL	NA	90	90	1
ENSG00000213601.3	KRT18P19	chr2	189311263	189311967	-	processed_pseudogene	KNOWN	OTTHUMG00000154302.1	705	705	1
ENSG00000266817.1	AC118063.1	chr2	189311671	189311761	-	miRNA	NOVEL	NA	91	91	1
ENSG00000115368.8	WDR75	chr2	189441433	189475565	+	protein_coding	KNOWN	OTTHUMG00000132660.2	34133	5066	79
ENSG00000233996.1	AC013439.4	chr2	189486480	189487992	-	processed_pseudogene	KNOWN	OTTHUMG00000154321.1	1513	1239	2
ENSG00000138449.9	SLC40A1	chr2	189560579	189583758	-	protein_coding	KNOWN	OTTHUMG00000132662.3	23180	4330	34
ENSG00000276828.1	RP11-88L20.1	chr2	189625443	189626259	-	unprocessed_pseudogene	KNOWN	OTTHUMG00000187702.1	817	640	2
ENSG00000176083.16	ZNF683	chr1	26361634	26374522	-	protein_coding	KNOWN	OTTHUMG00000003521.4	12889	2379	44
ENSG00000138381.8	ASNSD1	chr2	189661385	189670831	+	protein_coding	KNOWN	OTTHUMG00000132665.5	9447	2504	41
ENSG00000151687.13	ANKAR	chr2	189674290	189761193	+	protein_coding	KNOWN	OTTHUMG00000154398.3	86904	5758	103
ENSG00000128694.10	OSGEPL1	chr2	189746660	189763227	-	protein_coding	KNOWN	OTTHUMG00000164096.1	16568	3583	48
ENSG00000223249.1	Y_RNA	chr2	189753464	189753559	+	misc_RNA	NOVEL	NA	96	96	1
ENSG00000253559.1	OSGEPL1-AS1	chr2	189762704	189765556	+	antisense	NOVEL	OTTHUMG00000164097.1	2853	860	7
ENSG00000273240.1	RP11-455J20.3	chr2	189763859	189764456	-	antisense	NOVEL	OTTHUMG00000186272.1	598	598	1
ENSG00000128699.12	ORMDL1	chr2	189770323	189784371	-	protein_coding	KNOWN	OTTHUMG00000132661.4	14049	3958	23
ENSG00000064933.15	PMS1	chr2	189784085	189877629	+	protein_coding	KNOWN	OTTHUMG00000132664.6	93545	5448	167
ENSG00000187699.9	C2orf88	chr2	189879609	190203484	+	protein_coding	KNOWN	OTTHUMG00000154361.1	323876	5997	25
ENSG00000223824.1	AC019178.3	chr2	189917254	189917758	-	processed_pseudogene	KNOWN	OTTHUMG00000154453.1	505	505	1
ENSG00000131914.9	LIN28A	chr1	26410778	26429722	+	protein_coding	KNOWN	OTTHUMG00000003550.2	18945	4008	9
ENSG00000204253.4	HNRNPCP2	chr2	189923336	189924216	+	processed_pseudogene	KNOWN	OTTHUMG00000154452.1	881	881	1
ENSG00000213110.2	AC019178.2	chr2	189930277	189931010	-	processed_pseudogene	KNOWN	OTTHUMG00000154451.1	734	440	2
ENSG00000138379.4	MSTN	chr2	190055697	190062729	-	protein_coding	KNOWN	OTTHUMG00000132663.2	7033	2822	3
ENSG00000198130.13	HIBCH	chr2	190189735	190344193	-	protein_coding	KNOWN	OTTHUMG00000132673.5	154459	7438	97
ENSG00000151689.11	INPP1	chr2	190343470	190371665	+	protein_coding	KNOWN	OTTHUMG00000132672.5	28196	3676	64
ENSG00000151690.13	MFSD6	chr2	190408355	190509205	+	protein_coding	KNOWN	OTTHUMG00000132671.2	100851	6031	42
ENSG00000272979.1	RP11-647K16.1	chr2	190454092	190454521	-	antisense	NOVEL	OTTHUMG00000186273.1	430	430	1
ENSG00000189362.10	TMEM194B	chr2	190504342	190534722	-	protein_coding	KNOWN	OTTHUMG00000154454.1	30381	6521	34
ENSG00000233654.1	AC093388.3	chr2	190534855	190568102	+	antisense	NOVEL	OTTHUMG00000154455.2	33248	404	3
ENSG00000251935.1	RN7SKP179	chr2	190553264	190553480	-	misc_RNA	KNOWN	NA	217	217	1
ENSG00000117682.15	DHDDS	chr1	26432282	26471294	+	protein_coding	KNOWN	OTTHUMG00000003554.6	39013	5596	134
ENSG00000138386.15	NAB1	chr2	190646746	190692766	+	protein_coding	KNOWN	OTTHUMG00000132689.2	46021	4887	46
ENSG00000228509.4	AC006460.2	chr2	190676944	190708716	-	antisense	NOVEL	OTTHUMG00000154512.1	31773	1125	9
ENSG00000235852.1	AC005540.3	chr2	190880797	190882059	-	antisense	NOVEL	OTTHUMG00000154511.1	1263	919	2
ENSG00000115419.11	GLS	chr2	190880827	190965552	+	protein_coding	KNOWN	OTTHUMG00000132701.3	84726	9827	95
ENSG00000280517.1	AC005540.1	chr2	190880854	190880942	+	miRNA	NOVEL	NA	89	89	1
ENSG00000115415.17	STAT1	chr2	190964358	191020960	-	protein_coding	KNOWN	OTTHUMG00000132699.4	56603	6053	170
ENSG00000229023.1	AC067945.3	chr2	190992639	190993567	-	processed_pseudogene	KNOWN	OTTHUMG00000154514.1	929	618	2
ENSG00000230686.1	AC067945.2	chr2	191017954	191019079	+	antisense	NOVEL	OTTHUMG00000154509.1	1126	623	2
ENSG00000231858.4	AC067945.4	chr2	191021526	191032314	+	processed_transcript	NOVEL	OTTHUMG00000154513.1	10789	520	5
ENSG00000138378.16	STAT4	chr2	191029576	191151596	-	protein_coding	KNOWN	OTTHUMG00000132700.4	122021	4250	95
ENSG00000223583.1	RP3-476K8.4	chr1	26454653	26455187	-	processed_pseudogene	KNOWN	OTTHUMG00000003553.1	535	535	1
ENSG00000207402.1	RNU6-959P	chr2	191121950	191122056	+	snRNA	KNOWN	NA	107	107	1
ENSG00000280083.1	RP11-317J9.1	chr2	191154118	191156070	-	TEC	KNOWN	OTTHUMG00000176273.1	1953	1953	1
ENSG00000230611.1	HMGB1P27	chr2	191174233	191174835	+	processed_pseudogene	KNOWN	OTTHUMG00000154510.1	603	603	1
ENSG00000227542.1	AC092614.2	chr2	191229165	191246172	-	lincRNA	NOVEL	OTTHUMG00000154306.1	17008	909	4
ENSG00000128641.16	MYO1B	chr2	191245185	191425389	+	protein_coding	KNOWN	OTTHUMG00000132718.8	180205	9527	172
ENSG00000278321.1	AC092614.1	chr2	191288794	191288878	-	miRNA	NOVEL	NA	85	85	1
ENSG00000252130.1	RNU6-1045P	chr2	191370938	191371044	+	snRNA	KNOWN	NA	107	107	1
ENSG00000275235.1	AC068056.1	chr2	191450983	191451092	-	miRNA	NOVEL	NA	110	110	1
ENSG00000173559.11	NABP1	chr2	191678068	191696659	+	protein_coding	KNOWN	OTTHUMG00000132720.5	18592	13806	54
ENSG00000274845.1	uc_338	chr2	191682452	191682633	+	misc_RNA	NOVEL	NA	182	182	1
ENSG00000225891.1	RP3-476K8.3	chr1	26462756	26467282	-	antisense	NOVEL	OTTHUMG00000003552.1	4527	529	4
ENSG00000281467.1	Clostridiales-1	chr2	191699476	191699631	-	sRNA	NOVEL	NA	156	156	1
ENSG00000225884.2	AC098872.3	chr2	191793425	191820250	+	antisense	NOVEL	OTTHUMG00000154310.2	26826	543	4
ENSG00000168497.4	SDPR	chr2	191834302	191847255	-	protein_coding	KNOWN	OTTHUMG00000154309.2	12954	3229	2
ENSG00000233766.6	AC098617.1	chr2	191846539	192044525	+	antisense	NOVEL	OTTHUMG00000154332.4	197987	5155	69
ENSG00000213946.3	DNAJB1P1	chr2	191881182	191882205	-	processed_pseudogene	KNOWN	OTTHUMG00000154320.1	1024	1024	1
ENSG00000144339.10	TMEFF2	chr2	191949043	192195709	-	protein_coding	KNOWN	OTTHUMG00000132723.4	246667	6632	27
ENSG00000229395.1	AC013401.1	chr2	192629919	192645706	+	lincRNA	NOVEL	OTTHUMG00000154343.1	15788	565	2
ENSG00000232227.4	AC013401.2	chr2	192644102	192645387	-	lincRNA	NOVEL	OTTHUMG00000154344.1	1286	626	4
ENSG00000227418.5	PCGEM1	chr2	192749845	192776899	+	lincRNA	KNOWN	OTTHUMG00000154342.2	27055	1712	7
ENSG00000226242.1	RPS17P8	chr2	192774082	192774416	+	processed_pseudogene	KNOWN	OTTHUMG00000154345.1	335	335	1
ENSG00000198830.9	HMGN2	chr1	26472450	26475972	+	protein_coding	KNOWN	OTTHUMG00000003555.3	3523	2509	50
ENSG00000278406.1	PCGEM1	chr2	192775943	192776073	+	misc_RNA	NOVEL	NA	131	131	1
ENSG00000232658.1	AC092638.1	chr2	193256483	193257757	+	processed_pseudogene	KNOWN	OTTHUMG00000154353.1	1275	1275	1
ENSG00000235218.2	AC092638.2	chr2	193276668	193277614	-	processed_pseudogene	KNOWN	OTTHUMG00000154357.1	947	947	1
ENSG00000224219.1	AC074290.1	chr2	193730555	193730689	-	processed_pseudogene	KNOWN	OTTHUMG00000154354.1	135	135	1
ENSG00000260142.1	RP11-764E7.1	chr2	193898367	193899394	+	lincRNA	NOVEL	OTTHUMG00000176276.1	1028	1028	1
ENSG00000224670.1	AC068135.1	chr2	194027919	194028164	+	processed_pseudogene	KNOWN	OTTHUMG00000154359.1	246	246	1
ENSG00000215043.2	GLULP6	chr2	194129354	194130266	-	processed_pseudogene	KNOWN	OTTHUMG00000154356.1	913	913	1
ENSG00000236695.1	HNRNPA1P47	chr2	194187379	194188309	+	processed_pseudogene	KNOWN	OTTHUMG00000154355.1	931	931	1
ENSG00000225539.4	AC018799.1	chr2	194344269	194419645	+	lincRNA	NOVEL	OTTHUMG00000154350.2	75377	1532	16
ENSG00000225394.1	AC106883.1	chr2	194454581	194455142	-	processed_pseudogene	KNOWN	OTTHUMG00000154368.1	562	562	1
ENSG00000223823.1	LINC01342	chr1	1137017	1144056	+	lincRNA	NOVEL	OTTHUMG00000000827.1	7040	1620	3
ENSG00000224129.1	DPPA2P2	chr1	26519354	26520250	-	processed_pseudogene	KNOWN	OTTHUMG00000003551.1	897	897	1
ENSG00000264560.1	AC073973.1	chr2	194558174	194558274	-	miRNA	NOVEL	NA	101	101	1
ENSG00000276123.1	Metazoa_SRP	chr2	194658376	194658675	-	misc_RNA	NOVEL	NA	300	300	1
ENSG00000252517.1	SNORD59	chr2	194664107	194664174	-	snoRNA	NOVEL	NA	68	68	1
ENSG00000230173.1	AC006196.1	chr2	194730595	194761435	+	lincRNA	NOVEL	OTTHUMG00000154367.1	30841	2852	4
ENSG00000235056.1	AC010983.1	chr2	195003711	195026370	-	lincRNA	NOVEL	OTTHUMG00000154373.1	22660	1028	2
ENSG00000224099.1	AC064834.1	chr2	195448532	195478925	+	lincRNA	NOVEL	OTTHUMG00000154379.1	30394	989	4
ENSG00000271893.1	RP11-762E8.1	chr2	195451778	195515699	-	lincRNA	NOVEL	OTTHUMG00000185393.1	63922	503	3
ENSG00000202206.1	RNU6-169P	chr2	195514036	195514142	+	snRNA	KNOWN	NA	107	107	1
ENSG00000223466.1	AC064834.2	chr2	195533035	195538681	+	lincRNA	NOVEL	OTTHUMG00000154381.1	5647	850	2
ENSG00000234919.1	AC064834.3	chr2	195569628	195572970	-	lincRNA	NOVEL	OTTHUMG00000154378.1	3343	555	2
ENSG00000117676.12	RPS6KA1	chr1	26529761	26575030	+	protein_coding	KNOWN	OTTHUMG00000004003.4	45270	5884	206
ENSG00000196950.12	SLC39A10	chr2	195575977	195737702	+	protein_coding	KNOWN	OTTHUMG00000154380.3	161726	6917	52
ENSG00000213107.2	AHCYP5	chr2	195582794	195584031	-	processed_pseudogene	KNOWN	OTTHUMG00000154377.1	1238	1238	1
ENSG00000201813.1	RNU6-915P	chr2	195670372	195670474	-	snRNA	KNOWN	NA	103	103	1
ENSG00000118997.12	DNAH7	chr2	195737703	196068812	-	protein_coding	KNOWN	OTTHUMG00000154438.5	331110	21324	106
ENSG00000203435.2	E2F3P2	chr2	195994259	195995680	-	processed_pseudogene	KNOWN	OTTHUMG00000154439.1	1422	1422	1
ENSG00000227878.2	AC114760.1	chr2	196063312	196063963	-	processed_pseudogene	KNOWN	OTTHUMG00000154434.3	652	652	1
ENSG00000081320.9	STK17B	chr2	196133566	196176503	-	protein_coding	KNOWN	OTTHUMG00000132735.4	42938	6580	25
ENSG00000272211.1	RP11-347P5.1	chr2	196151263	196154881	+	antisense	NOVEL	OTTHUMG00000185371.1	3619	2065	2
ENSG00000138411.9	HECW2	chr2	196194370	196593692	-	protein_coding	KNOWN	OTTHUMG00000154435.8	399323	12692	69
ENSG00000229056.2	AC020571.3	chr2	196260024	196264204	+	antisense	NOVEL	OTTHUMG00000154462.2	4181	1607	7
ENSG00000238705.1	MIR1976	chr1	26554542	26554593	+	miRNA	KNOWN	NA	52	52	1
ENSG00000276200.1	Metazoa_SRP	chr2	196289409	196289707	+	misc_RNA	NOVEL	NA	299	299	1
ENSG00000144395.16	CCDC150	chr2	196639554	196763490	+	protein_coding	KNOWN	OTTHUMG00000154475.5	123937	9683	150
ENSG00000252923.1	SCARNA16	chr2	196686148	196686330	-	scaRNA	NOVEL	NA	183	183	1
ENSG00000119041.9	GTF3C3	chr2	196763032	196799725	-	protein_coding	KNOWN	OTTHUMG00000154633.2	36694	7105	59
ENSG00000187944.2	C2orf66	chr2	196805002	196810276	-	protein_coding	KNOWN	OTTHUMG00000132742.1	5275	1669	3
ENSG00000280176.1	RP11-84A12.1	chr2	196831975	196832190	-	TEC	KNOWN	OTTHUMG00000176277.1	216	216	1
ENSG00000197121.13	PGAP1	chr2	196833004	196927796	-	protein_coding	KNOWN	OTTHUMG00000132743.5	94793	12761	143
ENSG00000065413.15	ANKRD44	chr2	196967017	197311173	-	protein_coding	KNOWN	OTTHUMG00000154411.8	344157	11665	143
ENSG00000225636.1	HNRNPA3P15	chr2	197014990	197016015	+	processed_pseudogene	KNOWN	OTTHUMG00000154408.1	1026	1026	1
ENSG00000224442.1	AC017035.2	chr2	197028711	197030143	-	processed_pseudogene	KNOWN	OTTHUMG00000154407.1	1433	1115	2
ENSG00000243905.3	RN7SL679P	chr1	26593243	26593546	-	misc_RNA	KNOWN	NA	304	304	1
ENSG00000231621.1	AC013264.2	chr2	197197991	197199273	+	antisense	NOVEL	OTTHUMG00000154428.1	1283	455	2
ENSG00000236977.1	ANKRD44-IT1	chr2	197250858	197302519	-	sense_intronic	NOVEL	OTTHUMG00000154409.1	51662	1069	6
ENSG00000230482.1	ATP5G2P3	chr2	197263111	197263535	+	processed_pseudogene	KNOWN	OTTHUMG00000154410.2	425	425	1
ENSG00000225979.1	AC010746.3	chr2	197311393	197312740	+	antisense	NOVEL	OTTHUMG00000154427.1	1348	452	2
ENSG00000213104.3	NPM1P46	chr2	197379701	197380892	-	processed_pseudogene	KNOWN	OTTHUMG00000154445.1	1192	865	2
ENSG00000115524.14	SF3B1	chr2	197389784	197435091	-	protein_coding	KNOWN	OTTHUMG00000154447.4	45308	9164	63
ENSG00000202434.1	SNORA4	chr2	197404718	197404854	+	snoRNA	NOVEL	NA	137	137	1
ENSG00000206836.1	RNU6-1029P	chr2	197447745	197447851	+	snRNA	KNOWN	NA	107	107	1
ENSG00000115520.7	COQ10B	chr2	197453423	197475308	+	protein_coding	KNOWN	OTTHUMG00000132745.2	21886	2722	16
ENSG00000144381.15	HSPD1	chr2	197486581	197516737	-	protein_coding	KNOWN	OTTHUMG00000154463.2	30157	4245	72
ENSG00000252802.1	Y_RNA	chr1	26593940	26594041	-	misc_RNA	NOVEL	NA	102	102	1
ENSG00000115541.9	HSPE1	chr2	197499994	197503457	+	protein_coding	KNOWN	OTTHUMG00000132749.2	3464	1977	19
ENSG00000270757.1	HSPE1-MOB4	chr2	197500413	197550726	+	protein_coding	NOVEL	OTTHUMG00000184877.1	50314	890	9
ENSG00000115540.13	MOB4	chr2	197515571	197553699	+	protein_coding	KNOWN	OTTHUMG00000132748.4	38129	4296	57
ENSG00000231699.1	AC020550.7	chr2	197533803	197533965	+	processed_pseudogene	KNOWN	OTTHUMG00000154489.1	163	163	1
ENSG00000162944.9	RFTN2	chr2	197568224	197676045	-	protein_coding	KNOWN	OTTHUMG00000132746.4	107822	6007	22
ENSG00000222017.1	AC011997.1	chr2	197693106	197774823	+	antisense	NOVEL	OTTHUMG00000154488.1	81718	1032	4
ENSG00000247626.4	MARS2	chr2	197705369	197708387	+	protein_coding	KNOWN	OTTHUMG00000154487.2	3019	3019	1
ENSG00000152430.16	BOLL	chr2	197726879	197786762	-	protein_coding	KNOWN	OTTHUMG00000132747.4	59884	4004	69
ENSG00000115896.14	PLCL1	chr2	197804702	198572581	+	protein_coding	KNOWN	OTTHUMG00000132750.7	767880	8013	31
ENSG00000237035.1	AC109589.1	chr2	198187802	198191521	-	lincRNA	NOVEL	OTTHUMG00000154464.1	3720	618	4
ENSG00000252429.2	RNU7-29P	chr1	26602369	26602432	-	snRNA	KNOWN	NA	64	64	1
ENSG00000236653.1	AC005235.1	chr2	198299363	198375097	-	lincRNA	NOVEL	OTTHUMG00000154465.2	75735	2966	6
ENSG00000225421.1	AC019330.1	chr2	198553195	198772356	-	lincRNA	NOVEL	OTTHUMG00000154467.2	219162	504	3
ENSG00000252511.1	AC019330.2	chr2	198566645	198566729	-	miRNA	NOVEL	NA	85	85	1
ENSG00000280599.1	AC068121.1	chr2	198701022	198701166	+	miRNA	NOVEL	NA	145	145	1
ENSG00000231557.1	AC018717.1	chr2	198882573	199071791	-	lincRNA	NOVEL	OTTHUMG00000154472.2	189219	556	3
ENSG00000230407.1	AC018717.2	chr2	199108584	199110088	+	processed_pseudogene	KNOWN	OTTHUMG00000154471.2	1505	1505	1
ENSG00000238698.1	RNU7-147P	chr2	199191059	199191120	+	snRNA	KNOWN	NA	62	62	1
ENSG00000119042.15	SATB2	chr2	199269500	199471266	-	protein_coding	KNOWN	OTTHUMG00000132767.5	201767	10958	78
ENSG00000257045.1	RP11-486F17.1	chr2	199325310	199329362	+	antisense	NOVEL	OTTHUMG00000168440.1	4053	831	3
ENSG00000225953.2	SATB2-AS1	chr2	199457700	199476935	+	antisense	KNOWN	OTTHUMG00000154470.1	19236	4470	12
ENSG00000229247.2	RP11-492M19.3	chr1	26640377	26640614	-	processed_pseudogene	KNOWN	OTTHUMG00000057505.2	238	238	1
ENSG00000238217.4	AC093590.1	chr2	199608068	199659132	+	lincRNA	NOVEL	OTTHUMG00000154493.2	51065	2473	19
ENSG00000213938.3	SEPHS1P6	chr2	199659551	199660729	+	processed_pseudogene	KNOWN	OTTHUMG00000154492.1	1179	1179	1
ENSG00000226124.5	FTCDNL1	chr2	199760544	199851173	-	protein_coding	KNOWN	OTTHUMG00000154481.3	90630	2708	18
ENSG00000232732.8	AC073043.1	chr2	199867396	199911159	-	processed_transcript	NOVEL	OTTHUMG00000154483.8	43764	6656	163
ENSG00000227004.2	AC108032.1	chr2	199872172	199872378	+	processed_pseudogene	KNOWN	OTTHUMG00000154482.2	207	207	1
ENSG00000240302.3	RN7SL717P	chr2	199901081	199901377	-	misc_RNA	KNOWN	NA	297	297	1
ENSG00000178074.5	C2orf69	chr2	199911256	199955935	+	protein_coding	KNOWN	OTTHUMG00000154480.1	44680	4296	4
ENSG00000162971.9	TYW5	chr2	199929975	199955736	-	protein_coding	KNOWN	OTTHUMG00000132770.3	25762	10496	32
ENSG00000162972.9	C2orf47	chr2	199955317	200008540	+	protein_coding	KNOWN	OTTHUMG00000132771.4	53224	1624	19
ENSG00000196141.11	SPATS2L	chr2	200305881	200482263	+	protein_coding	KNOWN	OTTHUMG00000154589.13	176383	10437	222
ENSG00000238316.1	snoU13	chr1	26642286	26642389	-	snoRNA	NOVEL	NA	104	104	1
ENSG00000201649.1	RNY4P34	chr2	200373175	200373269	+	misc_RNA	KNOWN	NA	95	95	1
ENSG00000280896.1	Metazoa_SRP	chr2	200460651	200460976	-	misc_RNA	NOVEL	NA	326	326	1
ENSG00000155729.11	KCTD18	chr2	200488952	200519784	-	protein_coding	KNOWN	OTTHUMG00000132781.2	30833	4915	29
ENSG00000163535.16	SGOL2	chr2	200510008	200583782	+	protein_coding	KNOWN	OTTHUMG00000154535.1	73775	6022	28
ENSG00000138356.12	AOX1	chr2	200585868	200677064	+	protein_coding	KNOWN	OTTHUMG00000154536.4	91197	5556	106
ENSG00000276477.1	AC007163.1	chr2	200675855	200675945	-	miRNA	NOVEL	NA	91	91	1
ENSG00000244301.4	AOX3P	chr2	200678233	200738781	+	unitary_pseudogene	KNOWN	OTTHUMG00000154534.3	60549	4443	35
ENSG00000280298.1	AC007163.2	chr2	200682822	200683196	+	protein_coding	KNOWN	NA	375	375	1
ENSG00000243478.6	AOX2P	chr2	200695917	200794239	+	unitary_pseudogene	KNOWN	OTTHUMG00000154538.5	98323	3932	57
ENSG00000237166.1	AC007163.3	chr2	200712305	200735177	-	lincRNA	NOVEL	OTTHUMG00000154537.1	22873	2050	3
ENSG00000235069.2	RP4-785J1.1	chr1	26647447	26647681	+	processed_pseudogene	KNOWN	OTTHUMG00000057507.2	235	235	1
ENSG00000201737.1	RNU1-133P	chr2	200775584	200775750	+	snRNA	KNOWN	NA	167	167	1
ENSG00000230408.3	AC007163.6	chr2	200780495	200812170	-	antisense	NOVEL	OTTHUMG00000154546.3	31676	877	4
ENSG00000082153.16	BZW1	chr2	200810594	200827338	+	protein_coding	KNOWN	OTTHUMG00000154560.18	16745	8085	84
ENSG00000207116.1	RNU6-31P	chr2	200830009	200830116	+	snRNA	KNOWN	NA	108	108	1
ENSG00000221530.1	AC005037.1	chr2	200843186	200843299	-	miRNA	NOVEL	NA	114	114	1
ENSG00000224346.1	BICD1P1	chr2	200844240	200845461	+	processed_pseudogene	KNOWN	OTTHUMG00000154576.2	1222	1222	1
ENSG00000223092.1	RNA5SP115	chr2	200849038	200849144	-	rRNA	KNOWN	NA	107	107	1
ENSG00000013441.14	CLK1	chr2	200853009	200864744	-	protein_coding	KNOWN	OTTHUMG00000132784.3	11736	5170	105
ENSG00000252759.1	Y_RNA	chr2	200863152	200863247	-	misc_RNA	NOVEL	NA	96	96	1
ENSG00000240344.7	PPIL3	chr2	200870907	200889303	-	protein_coding	KNOWN	OTTHUMG00000132782.24	18397	2914	84
ENSG00000260063.1	RP5-968P14.2	chr1	26692132	26694131	-	antisense	NOVEL	OTTHUMG00000175777.1	2000	2000	1
ENSG00000201499.1	RNU6-312P	chr2	200881715	200881821	-	snRNA	KNOWN	NA	107	107	1
ENSG00000196290.13	NIF3L1	chr2	200889327	200903930	+	protein_coding	KNOWN	OTTHUMG00000154588.2	14604	1985	45
ENSG00000252916.1	RNU6-762P	chr2	200899020	200899121	+	snRNA	KNOWN	NA	102	102	1
ENSG00000115942.7	ORC2	chr2	200908973	200963680	-	protein_coding	KNOWN	OTTHUMG00000132783.23	54708	5835	46
ENSG00000183308.6	AC005037.3	chr2	200963263	201009102	+	antisense	NOVEL	OTTHUMG00000154691.1	45840	973	4
ENSG00000155744.8	FAM126B	chr2	200973718	201071671	-	protein_coding	KNOWN	OTTHUMG00000132823.14	97954	12810	67
ENSG00000225695.1	HNRNPA1P35	chr2	201063089	201064051	+	processed_pseudogene	KNOWN	OTTHUMG00000154714.1	963	963	1
ENSG00000226658.1	AC005037.4	chr2	201066691	201067191	+	processed_pseudogene	KNOWN	OTTHUMG00000154712.2	501	501	1
ENSG00000119013.7	NDUFB3	chr2	201071433	201085750	+	protein_coding	KNOWN	OTTHUMG00000132820.2	14318	1103	14
ENSG00000252148.1	RNU6-1206P	chr2	201079842	201079944	+	snRNA	KNOWN	NA	103	103	1
ENSG00000207730.2	MIR200B	chr1	1167092	1167202	+	miRNA	KNOWN	NA	111	111	1
